perturbation,triage_2d,quality_label,pert_type,split
GSE1+KDM1A,falsely_solved,trivial,double,train
GSE1+MED24,falsely_solved,trivial,double,test
GSE1+RCOR1,genuine_signal,genuine,double,train
GSE1+RING1,falsely_solved,trivial,double,train
GSE1+SMARCD1,falsely_solved,trivial,double,train
HDAC3,unmeasurable,unreliable,single,test
HDAC3+IKZF1,genuine_signal,genuine,double,train
HDAC3+INTS1,genuine_signal,genuine,double,train
HDAC3+KDM1A,falsely_solved,trivial,double,train
HDAC3+MED24,falsely_solved,trivial,double,train
HDAC3+RING1,genuine_signal,genuine,double,train
HDAC3+SMARCD1,genuine_signal,genuine,double,test
IKZF1+INTS1,genuine_signal,genuine,double,train
IKZF1+KDM1A,falsely_solved,trivial,double,train
IKZF1+MED24,falsely_solved,trivial,double,train
IKZF1+RCOR1,unmeasurable,unreliable,double,train
IKZF1+SMARCD1,genuine_signal,genuine,double,train
INTS1,genuine_signal,genuine,single,train
INTS1+KDM1A,falsely_solved,trivial,double,train
INTS1+MED24,falsely_solved,trivial,double,train
INTS1+MYB,falsely_solved,trivial,double,train
INTS1+RCOR1,genuine_signal,genuine,double,train
INTS1+RING1,genuine_signal,genuine,double,train
INTS1+SMARCD1,genuine_signal,genuine,double,test
INTS1+SSRP1,genuine_signal,genuine,double,train
KDM1A+MED24,falsely_solved,trivial,double,train
KDM1A+RCOR1,falsely_solved,trivial,double,train
KDM1A+RING1,falsely_solved,trivial,double,test
KDM1A+SMARCD1,falsely_solved,trivial,double,test
MED13L+MED14,falsely_solved,trivial,double,test
MED13L+MED16,falsely_solved,trivial,double,train
MED13L+MED19,falsely_solved,trivial,double,train
MED13L+MED22,falsely_solved,trivial,double,train
MED13L+MED24,falsely_solved,trivial,double,test
MED14+MED19,falsely_solved,trivial,double,train
MED14+MED22,falsely_solved,trivial,double,test
MED14+MED24,falsely_solved,trivial,double,train
MED16+MED19,falsely_solved,trivial,double,train
MED16+MED22,falsely_solved,trivial,double,train
MED16+MED24,falsely_solved,trivial,double,test
MED19+MED22,falsely_solved,trivial,double,test
MED19+MED24,falsely_solved,trivial,double,train
MED22+MED24,falsely_solved,trivial,double,train
MED24,falsely_solved,trivial,single,train
MED24+RCOR1,falsely_solved,trivial,double,train
MED24+RING1,falsely_solved,trivial,double,train
MED24+SMARCD1,falsely_solved,trivial,double,test
MED24+SSRP1,falsely_solved,trivial,double,train
RCOR1,unmeasurable,unreliable,single,train
RCOR1+RING1,unmeasurable,unreliable,double,test
RCOR1+SMARCD1,genuine_signal,genuine,double,train
RING1,unmeasurable,unreliable,single,train
RING1+SMARCD1,genuine_signal,genuine,double,test
SMARCA5,unmeasurable,unreliable,single,train
SMARCA5+SMARCD1,genuine_signal,genuine,double,train
SMARCD1,unmeasurable,unreliable,single,train
SMARCD1+SSRP1,genuine_signal,genuine,double,train
SUPT16H,falsely_solved,trivial,single,train
SUPT16H+SUPT5H,falsely_solved,trivial,double,train
SUPT5H+SUPT6H,falsely_solved,trivial,double,train
