perturbation,triage_2d,quality_label,pert_type,split
ASCC3,genuine_signal,genuine,single,train
ASF1B,unmeasurable,unreliable,single,train
ATF5,falsely_solved,trivial,single,train
ATIC,falsely_solved,trivial,single,train
ATL2,unmeasurable,unreliable,single,train
ATP11B,falsely_solved,trivial,single,train
ATP1A1,unmeasurable,unreliable,single,train
ATP2A2,genuine_signal,genuine,single,test
ATP6AP1,genuine_signal,genuine,single,train
ATP6AP2,unmeasurable,unreliable,single,train
ATP6V0B,genuine_signal,genuine,single,test
ATP6V0C,genuine_signal,genuine,single,train
ATP6V0D1,unmeasurable,unreliable,single,train
ATP6V1A,unmeasurable,unreliable,single,train
ATP6V1B2,genuine_signal,genuine,single,train
ATP6V1D,unmeasurable,unreliable,single,train
ATP6V1E1,genuine_signal,genuine,single,train
ATP6V1G1,genuine_signal,genuine,single,train
ATP6V1H,genuine_signal,genuine,single,test
ATR,falsely_solved,trivial,single,test
ATXN10,genuine_signal,genuine,single,test
BAG6,genuine_signal,genuine,single,train
BAP1,falsely_solved,trivial,single,train
BCAR1,unmeasurable,unreliable,single,train
BCL2L1,unmeasurable,unreliable,single,train
BCLAF1,unmeasurable,unreliable,single,train
BCR,unmeasurable,unreliable,single,test
BCS1L,unmeasurable,unreliable,single,train
BET1,genuine_signal,genuine,single,train
BMS1,falsely_solved,trivial,single,train
BNIP1,genuine_signal,genuine,single,train
BOD1L1,unmeasurable,unreliable,single,train
BOP1,unmeasurable,unreliable,single,train
BPTF,falsely_solved,trivial,single,train
BRCA2,falsely_solved,trivial,single,train
BRD2,unmeasurable,unreliable,single,test
BRD4,unmeasurable,unreliable,single,train
BRF1,falsely_solved,trivial,single,train
BRIP1,unmeasurable,unreliable,single,train
BTAF1,unmeasurable,unreliable,single,train
BTF3,falsely_solved,trivial,single,train
BTF3L4,unmeasurable,unreliable,single,train
BUB1,genuine_signal,genuine,single,train
BUB1B,falsely_solved,trivial,single,train
C17orf58,unmeasurable,unreliable,single,train
C19orf25,unmeasurable,unreliable,single,train
C1D,falsely_solved,trivial,single,train
C1orf109,unmeasurable,unreliable,single,train
C7orf50,unmeasurable,unreliable,single,test
C9orf78,unmeasurable,unreliable,single,train
CABIN1,unmeasurable,unreliable,single,train
CACNB3,unmeasurable,unreliable,single,train
CAD,unmeasurable,unreliable,single,test
CALR,genuine_signal,genuine,single,train
CAMLG,unmeasurable,unreliable,single,train
CAPZB,genuine_signal,genuine,single,train
CASC3,genuine_signal,genuine,single,train
CAST,unmeasurable,unreliable,single,train
CBLL1,unmeasurable,unreliable,single,train
CBX1,unmeasurable,unreliable,single,test
CCAR1,unmeasurable,unreliable,single,train
CCDC115,falsely_solved,trivial,single,train
CCDC6,genuine_signal,genuine,single,train
CCNB1,unmeasurable,unreliable,single,train
CCNC,genuine_signal,genuine,single,train
CCND1,unmeasurable,unreliable,single,test
CCND3,unmeasurable,unreliable,single,train
CCNH,falsely_solved,trivial,single,train
CCNK,unmeasurable,unreliable,single,train
CCNL1,unmeasurable,unreliable,single,test
CCP110,unmeasurable,unreliable,single,test
CCT2,falsely_solved,trivial,single,train
CCT3,falsely_solved,trivial,single,train
CCT4,falsely_solved,trivial,single,train
CCT6A,falsely_solved,trivial,single,test
CCT7,falsely_solved,trivial,single,test
CD2BP2,unmeasurable,unreliable,single,test
CDC16,falsely_solved,trivial,single,train
CDC5L,falsely_solved,trivial,single,train
CDC6,falsely_solved,trivial,single,train
CDC73,genuine_signal,genuine,single,train
CDCA5,falsely_solved,trivial,single,train
CDIPT,unmeasurable,unreliable,single,train
CDK1,falsely_solved,trivial,single,train
CDK11A,unmeasurable,unreliable,single,test
CDK12,genuine_signal,genuine,single,train
CDK2,genuine_signal,genuine,single,train
CDK6,unmeasurable,unreliable,single,train
CDT1,falsely_solved,trivial,single,train
CEBPZ,falsely_solved,trivial,single,train
CENPA,unmeasurable,unreliable,single,train
CENPJ,falsely_solved,trivial,single,test
CENPK,falsely_solved,trivial,single,test
CENPN,falsely_solved,trivial,single,train
CENPT,unmeasurable,unreliable,single,train
CENPW,falsely_solved,trivial,single,test
CEP152,unmeasurable,unreliable,single,train
CEP192,falsely_solved,trivial,single,train
CEP97,unmeasurable,unreliable,single,train
CFDP1,genuine_signal,genuine,single,test
CFL1,genuine_signal,genuine,single,test
CHAF1B,falsely_solved,trivial,single,train
CHCHD1,unmeasurable,unreliable,single,train
CHCHD2,unmeasurable,unreliable,single,train
CHCHD4,genuine_signal,genuine,single,train
CHD4,genuine_signal,genuine,single,test
CHEK1,falsely_solved,trivial,single,train
CHERP,falsely_solved,trivial,single,train
CHMP5,genuine_signal,genuine,single,test
CHMP6,falsely_solved,trivial,single,train
CHMP7,unmeasurable,unreliable,single,test
CHORDC1,genuine_signal,genuine,single,train
CHTF18,genuine_signal,genuine,single,test
CHTOP,unmeasurable,unreliable,single,train
CIAO1,genuine_signal,genuine,single,train
CIAPIN1,falsely_solved,trivial,single,train
CKAP5,unmeasurable,unreliable,single,test
CLASRP,genuine_signal,genuine,single,train
CLCC1,unmeasurable,unreliable,single,train
CLNS1A,falsely_solved,trivial,single,train
CLOCK,genuine_signal,genuine,single,train
CLPB,unmeasurable,unreliable,single,train
CLTC,genuine_signal,genuine,single,train
CMC4,unmeasurable,unreliable,single,train
CMPK1,unmeasurable,unreliable,single,train
CMTR1,genuine_signal,genuine,single,train
CNIH4,unmeasurable,unreliable,single,train
CNN2,unmeasurable,unreliable,single,train
CNOT1,genuine_signal,genuine,single,test
CNOT10,unmeasurable,unreliable,single,train
CNOT11,unmeasurable,unreliable,single,train
CNOT2,genuine_signal,genuine,single,train
CNOT3,genuine_signal,genuine,single,train
COA5,unmeasurable,unreliable,single,train
COASY,unmeasurable,unreliable,single,train
COG1,falsely_solved,trivial,single,test
COG4,genuine_signal,genuine,single,train
COG6,unmeasurable,unreliable,single,train
COMTD1,genuine_signal,genuine,single,train
COPG1,unmeasurable,unreliable,single,test
COPS4,falsely_solved,trivial,single,train
COPS6,falsely_solved,trivial,single,train
COPS8,falsely_solved,trivial,single,train
COPZ1,unmeasurable,unreliable,single,train
COQ2,unmeasurable,unreliable,single,train
COQ5,unmeasurable,unreliable,single,test
COTL1,genuine_signal,genuine,single,train
COX10,unmeasurable,unreliable,single,test
COX11,falsely_solved,trivial,single,train
COX17,unmeasurable,unreliable,single,train
COX5A,unmeasurable,unreliable,single,train
COX5B,unmeasurable,unreliable,single,train
COX6C,unmeasurable,unreliable,single,train
COX7B,unmeasurable,unreliable,single,train
COX7C,unmeasurable,unreliable,single,train
CPNE1,genuine_signal,genuine,single,test
CPNE7,genuine_signal,genuine,single,test
CPSF1,falsely_solved,trivial,single,train
CPSF3,falsely_solved,trivial,single,train
CRCP,unmeasurable,unreliable,single,train
CRLS1,unmeasurable,unreliable,single,train
CS,unmeasurable,unreliable,single,train
CSDE1,unmeasurable,unreliable,single,train
CSE1L,falsely_solved,trivial,single,train
CSNK2B,genuine_signal,genuine,single,train
CSTF1,falsely_solved,trivial,single,train
CSTF3,genuine_signal,genuine,single,train
CTBP2,unmeasurable,unreliable,single,train
CTNNBL1,genuine_signal,genuine,single,train
CTU2,genuine_signal,genuine,single,train
CUL1,genuine_signal,genuine,single,train
CUL3,genuine_signal,genuine,single,train
CWC15,falsely_solved,trivial,single,train
CWF19L2,falsely_solved,trivial,single,train
CXXC1,genuine_signal,genuine,single,train
CYC1,unmeasurable,unreliable,single,test
CYCS,unmeasurable,unreliable,single,train
DAP3,unmeasurable,unreliable,single,test
DAXX,genuine_signal,genuine,single,train
DBF4,unmeasurable,unreliable,single,train
DBR1,genuine_signal,genuine,single,train
DCAF6,unmeasurable,unreliable,single,train
DCTN1,unmeasurable,unreliable,single,train
DCTN2,falsely_solved,trivial,single,train
DCTN3,falsely_solved,trivial,single,train
DCTN4,falsely_solved,trivial,single,train
DCTN6,falsely_solved,trivial,single,train
DCUN1D5,falsely_solved,trivial,single,train
DDB1,falsely_solved,trivial,single,test
DDOST,genuine_signal,genuine,single,train
DDX1,genuine_signal,genuine,single,train
DDX11,unmeasurable,unreliable,single,train
DDX17,genuine_signal,genuine,single,train
DDX19A,unmeasurable,unreliable,single,test
DDX19B,unmeasurable,unreliable,single,train
DDX23,falsely_solved,trivial,single,test
DDX42,unmeasurable,unreliable,single,train
DDX46,falsely_solved,trivial,single,train
DDX5,genuine_signal,genuine,single,train
DDX51,falsely_solved,trivial,single,train
DDX54,unmeasurable,unreliable,single,train
DDX55,falsely_solved,trivial,single,train
DENR,unmeasurable,unreliable,single,train
DERL2,genuine_signal,genuine,single,train
DHDDS,falsely_solved,trivial,single,train
DHFR,unmeasurable,unreliable,single,train
DHODH,unmeasurable,unreliable,single,train
DHPS,unmeasurable,unreliable,single,train
DHX15,falsely_solved,trivial,single,test
DHX16,falsely_solved,trivial,single,train
DHX30,unmeasurable,unreliable,single,train
DHX36,genuine_signal,genuine,single,train
DHX8,genuine_signal,genuine,single,test
DHX9,unmeasurable,unreliable,single,test
DICER1,genuine_signal,genuine,single,train
DLD,falsely_solved,trivial,single,train
DNAJA1,unmeasurable,unreliable,single,test
DNAJA3,unmeasurable,unreliable,single,test
DNAJC11,unmeasurable,unreliable,single,test
DNAJC17,genuine_signal,genuine,single,test
DNAJC19,unmeasurable,unreliable,single,train
DNAJC8,unmeasurable,unreliable,single,train
DNM1,unmeasurable,unreliable,single,train
DNM1L,unmeasurable,unreliable,single,train
DNM2,genuine_signal,genuine,single,test
DNMT1,genuine_signal,genuine,single,train
DOHH,unmeasurable,unreliable,single,train
DOLK,genuine_signal,genuine,single,train
DPAGT1,genuine_signal,genuine,single,train
DPH2,genuine_signal,genuine,single,train
DPH3,unmeasurable,unreliable,single,test
DPH6,unmeasurable,unreliable,single,train
DPM2,unmeasurable,unreliable,single,train
DPY19L4,unmeasurable,unreliable,single,train
DRAP1,unmeasurable,unreliable,single,train
DRG1,unmeasurable,unreliable,single,train
DSTYK,genuine_signal,genuine,single,train
DTYMK,unmeasurable,unreliable,single,train
DUT,falsely_solved,trivial,single,test
DYNC1I2,falsely_solved,trivial,single,train
DYNLL1,unmeasurable,unreliable,single,train
DYNLL2,unmeasurable,unreliable,single,test
DYNLRB1,falsely_solved,trivial,single,train
E2F6,unmeasurable,unreliable,single,train
E4F1,genuine_signal,genuine,single,train
ECD,falsely_solved,trivial,single,test
EDC4,genuine_signal,genuine,single,train
EEF1A1,unmeasurable,unreliable,single,train
EEF1B2,unmeasurable,unreliable,single,train
EEF1G,genuine_signal,genuine,single,test
EEF2,genuine_signal,genuine,single,test
EFR3A,unmeasurable,unreliable,single,train
EFTUD2,falsely_solved,trivial,single,train
EGLN2,unmeasurable,unreliable,single,train
EHMT2,genuine_signal,genuine,single,train
EIF1,genuine_signal,genuine,single,train
EIF1AX,falsely_solved,trivial,single,train
EIF2B1,falsely_solved,trivial,single,train
EIF2B2,falsely_solved,trivial,single,test
EIF2B3,falsely_solved,trivial,single,train
EIF2B4,falsely_solved,trivial,single,test
EIF2B5,falsely_solved,trivial,single,train
EIF2S1,falsely_solved,trivial,single,train
EIF2S3,falsely_solved,trivial,single,test
EIF3A,falsely_solved,trivial,single,train
EIF3B,falsely_solved,trivial,single,test
EIF3D,falsely_solved,trivial,single,train
EIF3E,falsely_solved,trivial,single,train
EIF3I,falsely_solved,trivial,single,train
EIF3J,unmeasurable,unreliable,single,train
EIF3L,unmeasurable,unreliable,single,train
EIF3M,genuine_signal,genuine,single,train
EIF4A1,falsely_solved,trivial,single,train
EIF4B,genuine_signal,genuine,single,train
EIF4E,genuine_signal,genuine,single,train
EIF4G1,falsely_solved,trivial,single,test
EIF4G2,genuine_signal,genuine,single,train
EIF4H,unmeasurable,unreliable,single,train
EIF5A,falsely_solved,trivial,single,test
EIF6,falsely_solved,trivial,single,test
ELAC2,genuine_signal,genuine,single,train
ELL,falsely_solved,trivial,single,train
ELOF1,genuine_signal,genuine,single,test
ELOVL1,unmeasurable,unreliable,single,train
ELP2,genuine_signal,genuine,single,train
ELP3,falsely_solved,trivial,single,test
ELP5,genuine_signal,genuine,single,train
ELP6,falsely_solved,trivial,single,train
EMC3,unmeasurable,unreliable,single,train
EMC4,unmeasurable,unreliable,single,train
EMC7,unmeasurable,unreliable,single,train
ENO1,unmeasurable,unreliable,single,train
ENY2,genuine_signal,genuine,single,train
EP400,genuine_signal,genuine,single,train
EPB41L2,genuine_signal,genuine,single,test
ERAL1,unmeasurable,unreliable,single,train
ERCC2,falsely_solved,trivial,single,train
ESF1,unmeasurable,unreliable,single,train
ESYT1,genuine_signal,genuine,single,test
ESYT2,falsely_solved,trivial,single,train
ETF1,genuine_signal,genuine,single,train
EWSR1,unmeasurable,unreliable,single,test
EXOC2,falsely_solved,trivial,single,test
EXOC3,unmeasurable,unreliable,single,test
EXOC5,falsely_solved,trivial,single,train
EXOSC3,falsely_solved,trivial,single,train
EXOSC4,falsely_solved,trivial,single,train
EXOSC5,falsely_solved,trivial,single,train
FAF2,unmeasurable,unreliable,single,train
FAM136A,unmeasurable,unreliable,single,train
FAM50A,genuine_signal,genuine,single,train
FARSA,falsely_solved,trivial,single,test
FASN,genuine_signal,genuine,single,train
FASTKD5,unmeasurable,unreliable,single,train
FAU,falsely_solved,trivial,single,train
FBLIM1,unmeasurable,unreliable,single,train
FBRSL1,falsely_solved,trivial,single,test
FBXO42,genuine_signal,genuine,single,train
FBXW7,unmeasurable,unreliable,single,test
FDPS,unmeasurable,unreliable,single,train
FDXR,unmeasurable,unreliable,single,train
FEN1,genuine_signal,genuine,single,test
FNBP4,falsely_solved,trivial,single,test
FYN,falsely_solved,trivial,single,train
GABPA,falsely_solved,trivial,single,train
GAK,unmeasurable,unreliable,single,train
GAPDH,unmeasurable,unreliable,single,train
GBF1,genuine_signal,genuine,single,train
GCLC,unmeasurable,unreliable,single,train
GEMIN4,genuine_signal,genuine,single,train
GEMIN5,falsely_solved,trivial,single,train
GFER,falsely_solved,trivial,single,test
GFM1,genuine_signal,genuine,single,train
GFOD2,falsely_solved,trivial,single,test
GGPS1,falsely_solved,trivial,single,test
GINS2,falsely_solved,trivial,single,train
GINS4,falsely_solved,trivial,single,test
GIT2,unmeasurable,unreliable,single,train
GLE1,falsely_solved,trivial,single,test
GLI4,unmeasurable,unreliable,single,train
GLRX3,unmeasurable,unreliable,single,test
GLRX5,unmeasurable,unreliable,single,train
GMPPB,unmeasurable,unreliable,single,train
GNL2,falsely_solved,trivial,single,train
GNPNAT1,unmeasurable,unreliable,single,test
GOLT1B,genuine_signal,genuine,single,train
GON4L,unmeasurable,unreliable,single,test
GPS1,falsely_solved,trivial,single,train
GPS2,unmeasurable,unreliable,single,test
GRB2,unmeasurable,unreliable,single,train
GRPEL1,falsely_solved,trivial,single,train
GRSF1,unmeasurable,unreliable,single,test
GRWD1,falsely_solved,trivial,single,train
GSK3B,genuine_signal,genuine,single,test
GSPT1,falsely_solved,trivial,single,test
GTF2A2,unmeasurable,unreliable,single,test
GTF2E2,falsely_solved,trivial,single,train
GTF2F2,falsely_solved,trivial,single,train
GTF2H3,falsely_solved,trivial,single,test
GTF2H4,falsely_solved,trivial,single,train
GTF3C1,falsely_solved,trivial,single,test
GTF3C2,genuine_signal,genuine,single,test
GTF3C3,genuine_signal,genuine,single,train
GTF3C4,falsely_solved,trivial,single,test
GTF3C5,unmeasurable,unreliable,single,train
GTF3C6,unmeasurable,unreliable,single,train
GTPBP4,falsely_solved,trivial,single,train
GUCD1,falsely_solved,trivial,single,train
GUK1,unmeasurable,unreliable,single,train
GYG1,genuine_signal,genuine,single,test
HAUS4,falsely_solved,trivial,single,test
HAUS6,falsely_solved,trivial,single,train
HAUS8,falsely_solved,trivial,single,test
HDAC3,genuine_signal,genuine,single,train
HDAC7,falsely_solved,trivial,single,train
HECTD1,unmeasurable,unreliable,single,test
HERC1,falsely_solved,trivial,single,train
HEXIM1,unmeasurable,unreliable,single,train
HIPK1,falsely_solved,trivial,single,train
HIRA,falsely_solved,trivial,single,train
HJURP,genuine_signal,genuine,single,train
HLA-C,unmeasurable,unreliable,single,test
HMGA1,genuine_signal,genuine,single,train
HMGB1,unmeasurable,unreliable,single,train
HMGB3,genuine_signal,genuine,single,train
HMGCS1,genuine_signal,genuine,single,train
HNRNPA1,genuine_signal,genuine,single,train
HNRNPC,falsely_solved,trivial,single,train
HNRNPH1,genuine_signal,genuine,single,train
HNRNPK,falsely_solved,trivial,single,test
HNRNPL,falsely_solved,trivial,single,train
HNRNPM,unmeasurable,unreliable,single,train
HNRNPR,genuine_signal,genuine,single,train
HNRNPU,genuine_signal,genuine,single,test
HSCB,falsely_solved,trivial,single,train
HSD17B10,unmeasurable,unreliable,single,test
HSD17B12,unmeasurable,unreliable,single,train
HSP90B1,genuine_signal,genuine,single,train
HSPA14,genuine_signal,genuine,single,test
HSPA5,genuine_signal,genuine,single,test
HSPA8,unmeasurable,unreliable,single,test
HSPA9,falsely_solved,trivial,single,train
HSPE1,falsely_solved,trivial,single,train
HTATSF1,unmeasurable,unreliable,single,train
HUS1,unmeasurable,unreliable,single,train
HUWE1,genuine_signal,genuine,single,train
HYOU1,genuine_signal,genuine,single,train
IARS2,falsely_solved,trivial,single,train
ICE1,falsely_solved,trivial,single,train
IFITM3,unmeasurable,unreliable,single,train
IGBP1,falsely_solved,trivial,single,train
IK,falsely_solved,trivial,single,train
ILF2,falsely_solved,trivial,single,test
IMPDH2,unmeasurable,unreliable,single,train
INF2,unmeasurable,unreliable,single,train
ING3,unmeasurable,unreliable,single,train
INO80B,genuine_signal,genuine,single,train
INO80C,unmeasurable,unreliable,single,test
INO80D,unmeasurable,unreliable,single,train
INO80E,unmeasurable,unreliable,single,train
INPPL1,unmeasurable,unreliable,single,test
INTS1,genuine_signal,genuine,single,test
INTS10,unmeasurable,unreliable,single,train
INTS12,unmeasurable,unreliable,single,train
INTS2,falsely_solved,trivial,single,test
INTS3,falsely_solved,trivial,single,train
INTS4,falsely_solved,trivial,single,train
INTS5,falsely_solved,trivial,single,train
INTS8,falsely_solved,trivial,single,train
IPO11,falsely_solved,trivial,single,train
IPO13,falsely_solved,trivial,single,train
IPO9,genuine_signal,genuine,single,test
IRF2BP2,unmeasurable,unreliable,single,test
ISCA2,unmeasurable,unreliable,single,train
IST1,unmeasurable,unreliable,single,test
IWS1,genuine_signal,genuine,single,train
JAZF1,falsely_solved,trivial,single,train
JMJD6,unmeasurable,unreliable,single,train
KANSL3,genuine_signal,genuine,single,train
KAT7,unmeasurable,unreliable,single,train
KAT8,genuine_signal,genuine,single,train
KATNB1,unmeasurable,unreliable,single,train
KCTD10,genuine_signal,genuine,single,train
KDM1A,genuine_signal,genuine,single,train
KDM2A,unmeasurable,unreliable,single,train
KDM5C,unmeasurable,unreliable,single,train
KDM6A,unmeasurable,unreliable,single,test
KEAP1,genuine_signal,genuine,single,train
KIAA0586,falsely_solved,trivial,single,test
KIAA1143,unmeasurable,unreliable,single,test
KIF14,unmeasurable,unreliable,single,train
KIF4A,unmeasurable,unreliable,single,train
KLC2,unmeasurable,unreliable,single,train
KPNB1,falsely_solved,trivial,single,train
KRT10,unmeasurable,unreliable,single,train
KRT8,unmeasurable,unreliable,single,train
KTI12,genuine_signal,genuine,single,train
KXD1,unmeasurable,unreliable,single,train
LAMTOR1,genuine_signal,genuine,single,train
LAMTOR4,unmeasurable,unreliable,single,train
LARS2,unmeasurable,unreliable,single,train
LDB1,unmeasurable,unreliable,single,train
LETM1,falsely_solved,trivial,single,test
LIMS1,unmeasurable,unreliable,single,test
LIN54,falsely_solved,trivial,single,train
LONP1,genuine_signal,genuine,single,train
LRP5,genuine_signal,genuine,single,test
LRPPRC,unmeasurable,unreliable,single,train
LRR1,falsely_solved,trivial,single,train
LSG1,falsely_solved,trivial,single,train
LSM10,genuine_signal,genuine,single,train
LSM12,unmeasurable,unreliable,single,test
LSM3,falsely_solved,trivial,single,test
LSM4,falsely_solved,trivial,single,train
LSM5,falsely_solved,trivial,single,train
LSM7,falsely_solved,trivial,single,test
LTBP3,unmeasurable,unreliable,single,train
LTBP4,genuine_signal,genuine,single,train
MAD2L1,falsely_solved,trivial,single,train
MAD2L2,unmeasurable,unreliable,single,test
MAGOH,unmeasurable,unreliable,single,train
MALSU1,unmeasurable,unreliable,single,train
MANF,unmeasurable,unreliable,single,train
MAT2A,unmeasurable,unreliable,single,train
MAX,genuine_signal,genuine,single,train
MBD3,unmeasurable,unreliable,single,train
MBNL1,falsely_solved,trivial,single,test
MBTPS1,unmeasurable,unreliable,single,train
MBTPS2,unmeasurable,unreliable,single,test
MCL1,unmeasurable,unreliable,single,train
MCM10,falsely_solved,trivial,single,train
MCM3,falsely_solved,trivial,single,train
MCM3AP,falsely_solved,trivial,single,train
MCM5,falsely_solved,trivial,single,train
MCM6,falsely_solved,trivial,single,test
MCMBP,falsely_solved,trivial,single,train
MED1,genuine_signal,genuine,single,test
MED14,falsely_solved,trivial,single,train
MED19,genuine_signal,genuine,single,test
MED4,genuine_signal,genuine,single,train
MEN1,unmeasurable,unreliable,single,train
MEPCE,unmeasurable,unreliable,single,train
METAP1,unmeasurable,unreliable,single,train
METTL1,unmeasurable,unreliable,single,train
METTL14,genuine_signal,genuine,single,train
METTL17,unmeasurable,unreliable,single,train
METTL21A,genuine_signal,genuine,single,train
METTL23,unmeasurable,unreliable,single,train
METTL3,genuine_signal,genuine,single,test
MFAP1,falsely_solved,trivial,single,test
MFN2,unmeasurable,unreliable,single,train
MIER1,unmeasurable,unreliable,single,train
MIOS,unmeasurable,unreliable,single,train
MIPEP,unmeasurable,unreliable,single,test
MIS18A,unmeasurable,unreliable,single,train
MKRN1,unmeasurable,unreliable,single,train
MLLT6,falsely_solved,trivial,single,train
MLST8,unmeasurable,unreliable,single,train
MMGT1,unmeasurable,unreliable,single,train
MMS19,falsely_solved,trivial,single,train
MNAT1,falsely_solved,trivial,single,train
MOB4,falsely_solved,trivial,single,train
MOK,unmeasurable,unreliable,single,test
MON1A,genuine_signal,genuine,single,train
MPHOSPH6,falsely_solved,trivial,single,train
MRPL1,unmeasurable,unreliable,single,test
MRPL10,unmeasurable,unreliable,single,train
MRPL11,unmeasurable,unreliable,single,train
MRPL14,unmeasurable,unreliable,single,train
MRPL15,unmeasurable,unreliable,single,test
MRPL16,unmeasurable,unreliable,single,train
MRPL17,unmeasurable,unreliable,single,train
MRPL18,unmeasurable,unreliable,single,train
MRPL19,unmeasurable,unreliable,single,train
MRPL2,unmeasurable,unreliable,single,train
MRPL20,unmeasurable,unreliable,single,train
MRPL22,unmeasurable,unreliable,single,train
MRPL23,unmeasurable,unreliable,single,test
MRPL24,unmeasurable,unreliable,single,train
MRPL27,unmeasurable,unreliable,single,train
MRPL28,unmeasurable,unreliable,single,train
MRPL3,unmeasurable,unreliable,single,test
MRPL32,unmeasurable,unreliable,single,test
MRPL33,unmeasurable,unreliable,single,train
MRPL34,falsely_solved,trivial,single,train
MRPL35,unmeasurable,unreliable,single,test
MRPL36,genuine_signal,genuine,single,test
MRPL37,unmeasurable,unreliable,single,train
MRPL38,genuine_signal,genuine,single,train
MRPL39,unmeasurable,unreliable,single,train
MRPL4,unmeasurable,unreliable,single,train
MRPL41,unmeasurable,unreliable,single,train
MRPL42,unmeasurable,unreliable,single,train
MRPL43,unmeasurable,unreliable,single,test
MRPL44,unmeasurable,unreliable,single,train
MRPL46,unmeasurable,unreliable,single,train
MRPL50,unmeasurable,unreliable,single,train
MRPL51,unmeasurable,unreliable,single,train
MRPL54,unmeasurable,unreliable,single,train
MRPL55,unmeasurable,unreliable,single,train
MRPL9,unmeasurable,unreliable,single,test
MRPS10,unmeasurable,unreliable,single,train
MRPS11,unmeasurable,unreliable,single,train
MRPS16,unmeasurable,unreliable,single,test
MRPS17,unmeasurable,unreliable,single,train
MRPS18A,unmeasurable,unreliable,single,train
MRPS18C,unmeasurable,unreliable,single,train
MRPS2,unmeasurable,unreliable,single,train
MRPS21,unmeasurable,unreliable,single,test
MRPS22,unmeasurable,unreliable,single,test
MRPS23,unmeasurable,unreliable,single,train
MRPS24,unmeasurable,unreliable,single,train
MRPS25,unmeasurable,unreliable,single,train
MRPS26,unmeasurable,unreliable,single,train
MRPS27,unmeasurable,unreliable,single,test
MRPS28,unmeasurable,unreliable,single,train
MRPS30,unmeasurable,unreliable,single,train
MRPS31,unmeasurable,unreliable,single,train
MRPS33,unmeasurable,unreliable,single,train
MRPS34,genuine_signal,genuine,single,test
MRPS35,unmeasurable,unreliable,single,train
MRPS5,unmeasurable,unreliable,single,train
MRPS6,unmeasurable,unreliable,single,train
MRPS7,unmeasurable,unreliable,single,test
MRPS9,unmeasurable,unreliable,single,train
MSL1,unmeasurable,unreliable,single,test
MSRB1,unmeasurable,unreliable,single,test
MSTO1,unmeasurable,unreliable,single,test
MT2A,unmeasurable,unreliable,single,train
MTG2,unmeasurable,unreliable,single,train
MTHFD1,unmeasurable,unreliable,single,train
MTOR,falsely_solved,trivial,single,train
MTPAP,unmeasurable,unreliable,single,test
MVD,falsely_solved,trivial,single,train
MYBL2,genuine_signal,genuine,single,train
MYC,genuine_signal,genuine,single,test
MYSM1,unmeasurable,unreliable,single,train
N6AMT1,unmeasurable,unreliable,single,train
NAA10,falsely_solved,trivial,single,train
NAA15,genuine_signal,genuine,single,test
NAA20,unmeasurable,unreliable,single,train
NAA25,genuine_signal,genuine,single,train
NAA30,unmeasurable,unreliable,single,train
NAA35,genuine_signal,genuine,single,test
NAA38,falsely_solved,trivial,single,test
NAA50,falsely_solved,trivial,single,train
NAE1,genuine_signal,genuine,single,train
NAF1,falsely_solved,trivial,single,train
NAGLU,unmeasurable,unreliable,single,test
NAPG,genuine_signal,genuine,single,train
NARS2,unmeasurable,unreliable,single,train
NASP,unmeasurable,unreliable,single,test
