perturbation,triage_2d,quality_label,pert_type,split
ASCC3,genuine_signal,genuine,single,train
ASF1B,unmeasurable,unreliable,single,train
ATF5,falsely_solved,trivial,single,train
ATIC,falsely_solved,trivial,single,train
ATL2,unmeasurable,unreliable,single,train
ATP11B,falsely_solved,trivial,single,train
ATP1A1,unmeasurable,unreliable,single,train
ATP2A2,genuine_signal,genuine,single,train
ATP6AP1,genuine_signal,genuine,single,train
ATP6AP2,unmeasurable,unreliable,single,train
ATP6V0B,genuine_signal,genuine,single,train
ATP6V0C,genuine_signal,genuine,single,train
ATP6V0D1,unmeasurable,unreliable,single,train
ATP6V1A,unmeasurable,unreliable,single,train
ATP6V1B2,genuine_signal,genuine,single,train
ATP6V1D,unmeasurable,unreliable,single,train
ATP6V1E1,genuine_signal,genuine,single,train
ATP6V1G1,genuine_signal,genuine,single,test
ATP6V1H,genuine_signal,genuine,single,train
ATR,falsely_solved,trivial,single,train
ATXN10,genuine_signal,genuine,single,train
BAG6,genuine_signal,genuine,single,test
BAP1,falsely_solved,trivial,single,test
BCAR1,unmeasurable,unreliable,single,train
BCL2L1,unmeasurable,unreliable,single,train
BCLAF1,unmeasurable,unreliable,single,train
BCR,unmeasurable,unreliable,single,test
BCS1L,unmeasurable,unreliable,single,test
BET1,genuine_signal,genuine,single,train
BMS1,falsely_solved,trivial,single,train
BNIP1,genuine_signal,genuine,single,train
BOD1L1,unmeasurable,unreliable,single,train
BOP1,unmeasurable,unreliable,single,test
BPTF,falsely_solved,trivial,single,train
BRCA2,falsely_solved,trivial,single,train
BRD2,unmeasurable,unreliable,single,train
BRD4,unmeasurable,unreliable,single,train
BRF1,falsely_solved,trivial,single,train
BRIP1,unmeasurable,unreliable,single,train
BTAF1,unmeasurable,unreliable,single,train
BTF3,falsely_solved,trivial,single,train
BTF3L4,unmeasurable,unreliable,single,train
BUB1,genuine_signal,genuine,single,train
BUB1B,falsely_solved,trivial,single,train
C17orf58,unmeasurable,unreliable,single,train
C19orf25,unmeasurable,unreliable,single,train
C1D,falsely_solved,trivial,single,train
C1orf109,unmeasurable,unreliable,single,train
C7orf50,unmeasurable,unreliable,single,test
C9orf78,unmeasurable,unreliable,single,train
CABIN1,unmeasurable,unreliable,single,train
CACNB3,unmeasurable,unreliable,single,train
CAD,unmeasurable,unreliable,single,train
CALR,genuine_signal,genuine,single,train
CAMLG,unmeasurable,unreliable,single,test
CAPZB,genuine_signal,genuine,single,train
CASC3,genuine_signal,genuine,single,train
CAST,unmeasurable,unreliable,single,train
CBLL1,unmeasurable,unreliable,single,test
CBX1,unmeasurable,unreliable,single,test
CCAR1,unmeasurable,unreliable,single,train
CCDC115,falsely_solved,trivial,single,test
CCDC6,genuine_signal,genuine,single,train
CCNB1,unmeasurable,unreliable,single,train
CCNC,genuine_signal,genuine,single,train
CCND1,unmeasurable,unreliable,single,train
CCND3,unmeasurable,unreliable,single,train
CCNH,falsely_solved,trivial,single,train
CCNK,unmeasurable,unreliable,single,train
CCNL1,unmeasurable,unreliable,single,train
CCP110,unmeasurable,unreliable,single,test
CCT2,falsely_solved,trivial,single,train
CCT3,falsely_solved,trivial,single,train
CCT4,falsely_solved,trivial,single,train
CCT6A,falsely_solved,trivial,single,train
CCT7,falsely_solved,trivial,single,train
CD2BP2,unmeasurable,unreliable,single,train
CDC16,falsely_solved,trivial,single,test
CDC5L,falsely_solved,trivial,single,train
CDC6,falsely_solved,trivial,single,test
CDC73,genuine_signal,genuine,single,test
CDCA5,falsely_solved,trivial,single,train
CDIPT,unmeasurable,unreliable,single,train
CDK1,falsely_solved,trivial,single,train
CDK11A,unmeasurable,unreliable,single,train
CDK12,genuine_signal,genuine,single,train
CDK2,genuine_signal,genuine,single,test
CDK6,unmeasurable,unreliable,single,train
CDT1,falsely_solved,trivial,single,train
CEBPZ,falsely_solved,trivial,single,train
CENPA,unmeasurable,unreliable,single,train
CENPJ,falsely_solved,trivial,single,train
CENPK,falsely_solved,trivial,single,train
CENPN,falsely_solved,trivial,single,train
CENPT,unmeasurable,unreliable,single,train
CENPW,falsely_solved,trivial,single,train
CEP152,unmeasurable,unreliable,single,train
CEP192,falsely_solved,trivial,single,train
CEP97,unmeasurable,unreliable,single,test
CFDP1,genuine_signal,genuine,single,train
CFL1,genuine_signal,genuine,single,train
CHAF1B,falsely_solved,trivial,single,train
CHCHD1,unmeasurable,unreliable,single,test
CHCHD2,unmeasurable,unreliable,single,train
CHCHD4,genuine_signal,genuine,single,train
CHD4,genuine_signal,genuine,single,train
CHEK1,falsely_solved,trivial,single,train
CHERP,falsely_solved,trivial,single,train
CHMP5,genuine_signal,genuine,single,train
CHMP6,falsely_solved,trivial,single,test
CHMP7,unmeasurable,unreliable,single,test
CHORDC1,genuine_signal,genuine,single,train
CHTF18,genuine_signal,genuine,single,train
CHTOP,unmeasurable,unreliable,single,test
CIAO1,genuine_signal,genuine,single,train
CIAPIN1,falsely_solved,trivial,single,train
CKAP5,unmeasurable,unreliable,single,train
CLASRP,genuine_signal,genuine,single,train
CLCC1,unmeasurable,unreliable,single,test
CLNS1A,falsely_solved,trivial,single,test
CLOCK,genuine_signal,genuine,single,train
CLPB,unmeasurable,unreliable,single,train
CLTC,genuine_signal,genuine,single,train
CMC4,unmeasurable,unreliable,single,train
CMPK1,unmeasurable,unreliable,single,train
CMTR1,genuine_signal,genuine,single,train
CNIH4,unmeasurable,unreliable,single,test
CNN2,unmeasurable,unreliable,single,train
CNOT1,genuine_signal,genuine,single,test
CNOT10,unmeasurable,unreliable,single,test
CNOT11,unmeasurable,unreliable,single,train
CNOT2,genuine_signal,genuine,single,train
CNOT3,genuine_signal,genuine,single,test
COA5,unmeasurable,unreliable,single,test
COASY,unmeasurable,unreliable,single,train
COG1,falsely_solved,trivial,single,test
COG4,genuine_signal,genuine,single,test
COG6,unmeasurable,unreliable,single,train
COMTD1,genuine_signal,genuine,single,train
COPG1,unmeasurable,unreliable,single,train
COPS4,falsely_solved,trivial,single,train
COPS6,falsely_solved,trivial,single,train
COPS8,falsely_solved,trivial,single,test
COPZ1,unmeasurable,unreliable,single,train
COQ2,unmeasurable,unreliable,single,train
COQ5,unmeasurable,unreliable,single,train
COTL1,genuine_signal,genuine,single,test
COX10,unmeasurable,unreliable,single,train
COX11,falsely_solved,trivial,single,train
COX17,unmeasurable,unreliable,single,train
COX5A,unmeasurable,unreliable,single,test
COX5B,unmeasurable,unreliable,single,train
COX6C,unmeasurable,unreliable,single,train
COX7B,unmeasurable,unreliable,single,train
COX7C,unmeasurable,unreliable,single,train
CPNE1,genuine_signal,genuine,single,train
CPNE7,genuine_signal,genuine,single,train
CPSF1,falsely_solved,trivial,single,train
CPSF3,falsely_solved,trivial,single,train
CRCP,unmeasurable,unreliable,single,train
CRLS1,unmeasurable,unreliable,single,train
CS,unmeasurable,unreliable,single,test
CSDE1,unmeasurable,unreliable,single,train
CSE1L,falsely_solved,trivial,single,train
CSNK2B,genuine_signal,genuine,single,train
CSTF1,falsely_solved,trivial,single,test
CSTF3,genuine_signal,genuine,single,train
CTBP2,unmeasurable,unreliable,single,train
CTNNBL1,genuine_signal,genuine,single,train
CTU2,genuine_signal,genuine,single,train
CUL1,genuine_signal,genuine,single,test
CUL3,genuine_signal,genuine,single,train
CWC15,falsely_solved,trivial,single,train
CWF19L2,falsely_solved,trivial,single,train
CXXC1,genuine_signal,genuine,single,train
CYC1,unmeasurable,unreliable,single,train
CYCS,unmeasurable,unreliable,single,test
DAP3,unmeasurable,unreliable,single,train
DAXX,genuine_signal,genuine,single,train
DBF4,unmeasurable,unreliable,single,train
DBR1,genuine_signal,genuine,single,test
DCAF6,unmeasurable,unreliable,single,test
DCTN1,unmeasurable,unreliable,single,train
DCTN2,falsely_solved,trivial,single,train
DCTN3,falsely_solved,trivial,single,train
DCTN4,falsely_solved,trivial,single,train
DCTN6,falsely_solved,trivial,single,test
DCUN1D5,falsely_solved,trivial,single,train
DDB1,falsely_solved,trivial,single,train
DDOST,genuine_signal,genuine,single,train
DDX1,genuine_signal,genuine,single,train
DDX11,unmeasurable,unreliable,single,train
DDX17,genuine_signal,genuine,single,train
DDX19A,unmeasurable,unreliable,single,train
DDX19B,unmeasurable,unreliable,single,train
DDX23,falsely_solved,trivial,single,train
DDX42,unmeasurable,unreliable,single,train
DDX46,falsely_solved,trivial,single,train
DDX5,genuine_signal,genuine,single,train
DDX51,falsely_solved,trivial,single,train
DDX54,unmeasurable,unreliable,single,test
DDX55,falsely_solved,trivial,single,train
DENR,unmeasurable,unreliable,single,train
DERL2,genuine_signal,genuine,single,train
DHDDS,falsely_solved,trivial,single,test
DHFR,unmeasurable,unreliable,single,train
DHODH,unmeasurable,unreliable,single,train
DHPS,unmeasurable,unreliable,single,train
DHX15,falsely_solved,trivial,single,test
DHX16,falsely_solved,trivial,single,train
DHX30,unmeasurable,unreliable,single,test
DHX36,genuine_signal,genuine,single,train
DHX8,genuine_signal,genuine,single,train
DHX9,unmeasurable,unreliable,single,train
DICER1,genuine_signal,genuine,single,train
DLD,falsely_solved,trivial,single,train
DNAJA1,unmeasurable,unreliable,single,test
DNAJA3,unmeasurable,unreliable,single,test
DNAJC11,unmeasurable,unreliable,single,train
DNAJC17,genuine_signal,genuine,single,train
DNAJC19,unmeasurable,unreliable,single,train
DNAJC8,unmeasurable,unreliable,single,train
DNM1,unmeasurable,unreliable,single,train
DNM1L,unmeasurable,unreliable,single,train
DNM2,genuine_signal,genuine,single,train
DNMT1,genuine_signal,genuine,single,test
DOHH,unmeasurable,unreliable,single,train
DOLK,genuine_signal,genuine,single,test
DPAGT1,genuine_signal,genuine,single,test
DPH2,genuine_signal,genuine,single,train
DPH3,unmeasurable,unreliable,single,train
DPH6,unmeasurable,unreliable,single,test
DPM2,unmeasurable,unreliable,single,train
DPY19L4,unmeasurable,unreliable,single,train
DRAP1,unmeasurable,unreliable,single,train
DRG1,unmeasurable,unreliable,single,test
DSTYK,genuine_signal,genuine,single,train
DTYMK,unmeasurable,unreliable,single,train
DUT,falsely_solved,trivial,single,test
DYNC1I2,falsely_solved,trivial,single,train
DYNLL1,unmeasurable,unreliable,single,train
DYNLL2,unmeasurable,unreliable,single,train
DYNLRB1,falsely_solved,trivial,single,train
E2F6,unmeasurable,unreliable,single,test
E4F1,genuine_signal,genuine,single,train
ECD,falsely_solved,trivial,single,train
EDC4,genuine_signal,genuine,single,test
EEF1A1,unmeasurable,unreliable,single,train
EEF1B2,unmeasurable,unreliable,single,train
EEF1G,genuine_signal,genuine,single,train
EEF2,genuine_signal,genuine,single,test
EFR3A,unmeasurable,unreliable,single,test
EFTUD2,falsely_solved,trivial,single,test
EGLN2,unmeasurable,unreliable,single,test
EHMT2,genuine_signal,genuine,single,train
EIF1,genuine_signal,genuine,single,train
EIF1AX,falsely_solved,trivial,single,train
EIF2B1,falsely_solved,trivial,single,test
EIF2B2,falsely_solved,trivial,single,train
EIF2B3,falsely_solved,trivial,single,train
EIF2B4,falsely_solved,trivial,single,train
EIF2B5,falsely_solved,trivial,single,train
EIF2S1,falsely_solved,trivial,single,train
EIF2S3,falsely_solved,trivial,single,train
EIF3A,falsely_solved,trivial,single,train
EIF3B,falsely_solved,trivial,single,train
EIF3D,falsely_solved,trivial,single,train
EIF3E,falsely_solved,trivial,single,test
EIF3I,falsely_solved,trivial,single,test
EIF3J,unmeasurable,unreliable,single,train
EIF3L,unmeasurable,unreliable,single,train
EIF3M,genuine_signal,genuine,single,train
EIF4A1,falsely_solved,trivial,single,test
EIF4B,genuine_signal,genuine,single,train
EIF4E,genuine_signal,genuine,single,test
EIF4G1,falsely_solved,trivial,single,test
EIF4G2,genuine_signal,genuine,single,train
EIF4H,unmeasurable,unreliable,single,train
EIF5A,falsely_solved,trivial,single,train
EIF6,falsely_solved,trivial,single,train
ELAC2,genuine_signal,genuine,single,test
ELL,falsely_solved,trivial,single,train
ELOF1,genuine_signal,genuine,single,train
ELOVL1,unmeasurable,unreliable,single,train
ELP2,genuine_signal,genuine,single,train
ELP3,falsely_solved,trivial,single,train
ELP5,genuine_signal,genuine,single,train
ELP6,falsely_solved,trivial,single,train
EMC3,unmeasurable,unreliable,single,train
EMC4,unmeasurable,unreliable,single,test
EMC7,unmeasurable,unreliable,single,train
ENO1,unmeasurable,unreliable,single,train
ENY2,genuine_signal,genuine,single,train
EP400,genuine_signal,genuine,single,train
EPB41L2,genuine_signal,genuine,single,train
ERAL1,unmeasurable,unreliable,single,test
ERCC2,falsely_solved,trivial,single,test
ESF1,unmeasurable,unreliable,single,train
ESYT1,genuine_signal,genuine,single,train
ESYT2,falsely_solved,trivial,single,train
ETF1,genuine_signal,genuine,single,test
EWSR1,unmeasurable,unreliable,single,train
EXOC2,falsely_solved,trivial,single,test
EXOC3,unmeasurable,unreliable,single,test
EXOC5,falsely_solved,trivial,single,train
EXOSC3,falsely_solved,trivial,single,train
EXOSC4,falsely_solved,trivial,single,test
EXOSC5,falsely_solved,trivial,single,train
FAF2,unmeasurable,unreliable,single,train
FAM136A,unmeasurable,unreliable,single,train
FAM50A,genuine_signal,genuine,single,train
FARSA,falsely_solved,trivial,single,train
FASN,genuine_signal,genuine,single,train
FASTKD5,unmeasurable,unreliable,single,train
FAU,falsely_solved,trivial,single,train
FBLIM1,unmeasurable,unreliable,single,train
FBRSL1,falsely_solved,trivial,single,train
FBXO42,genuine_signal,genuine,single,train
FBXW7,unmeasurable,unreliable,single,train
FDPS,unmeasurable,unreliable,single,train
FDXR,unmeasurable,unreliable,single,train
FEN1,genuine_signal,genuine,single,test
FNBP4,falsely_solved,trivial,single,train
FYN,falsely_solved,trivial,single,train
GABPA,falsely_solved,trivial,single,train
GAK,unmeasurable,unreliable,single,train
GAPDH,unmeasurable,unreliable,single,train
GBF1,genuine_signal,genuine,single,train
GCLC,unmeasurable,unreliable,single,train
GEMIN4,genuine_signal,genuine,single,train
GEMIN5,falsely_solved,trivial,single,train
GFER,falsely_solved,trivial,single,test
GFM1,genuine_signal,genuine,single,test
GFOD2,falsely_solved,trivial,single,train
GGPS1,falsely_solved,trivial,single,train
GINS2,falsely_solved,trivial,single,train
GINS4,falsely_solved,trivial,single,train
GIT2,unmeasurable,unreliable,single,test
GLE1,falsely_solved,trivial,single,train
GLI4,unmeasurable,unreliable,single,train
GLRX3,unmeasurable,unreliable,single,train
GLRX5,unmeasurable,unreliable,single,train
GMPPB,unmeasurable,unreliable,single,test
GNL2,falsely_solved,trivial,single,train
GNPNAT1,unmeasurable,unreliable,single,train
GOLT1B,genuine_signal,genuine,single,train
GON4L,unmeasurable,unreliable,single,train
GPS1,falsely_solved,trivial,single,train
GPS2,unmeasurable,unreliable,single,train
GRB2,unmeasurable,unreliable,single,test
GRPEL1,falsely_solved,trivial,single,train
GRSF1,unmeasurable,unreliable,single,test
GRWD1,falsely_solved,trivial,single,train
GSK3B,genuine_signal,genuine,single,train
GSPT1,falsely_solved,trivial,single,train
GTF2A2,unmeasurable,unreliable,single,train
GTF2E2,falsely_solved,trivial,single,train
GTF2F2,falsely_solved,trivial,single,train
GTF2H3,falsely_solved,trivial,single,train
GTF2H4,falsely_solved,trivial,single,train
GTF3C1,falsely_solved,trivial,single,train
GTF3C2,genuine_signal,genuine,single,train
GTF3C3,genuine_signal,genuine,single,test
GTF3C4,falsely_solved,trivial,single,train
GTF3C5,unmeasurable,unreliable,single,train
GTF3C6,unmeasurable,unreliable,single,train
GTPBP4,falsely_solved,trivial,single,train
GUCD1,falsely_solved,trivial,single,train
GUK1,unmeasurable,unreliable,single,train
GYG1,genuine_signal,genuine,single,train
HAUS4,falsely_solved,trivial,single,train
HAUS6,falsely_solved,trivial,single,train
HAUS8,falsely_solved,trivial,single,test
HDAC3,genuine_signal,genuine,single,test
HDAC7,falsely_solved,trivial,single,train
HECTD1,unmeasurable,unreliable,single,train
HERC1,falsely_solved,trivial,single,test
HEXIM1,unmeasurable,unreliable,single,train
HIPK1,falsely_solved,trivial,single,train
HIRA,falsely_solved,trivial,single,train
HJURP,genuine_signal,genuine,single,train
HLA-C,unmeasurable,unreliable,single,train
HMGA1,genuine_signal,genuine,single,train
HMGB1,unmeasurable,unreliable,single,test
HMGB3,genuine_signal,genuine,single,train
HMGCS1,genuine_signal,genuine,single,train
HNRNPA1,genuine_signal,genuine,single,train
HNRNPC,falsely_solved,trivial,single,train
HNRNPH1,genuine_signal,genuine,single,test
HNRNPK,falsely_solved,trivial,single,train
HNRNPL,falsely_solved,trivial,single,test
HNRNPM,unmeasurable,unreliable,single,train
HNRNPR,genuine_signal,genuine,single,train
HNRNPU,genuine_signal,genuine,single,train
HSCB,falsely_solved,trivial,single,test
HSD17B10,unmeasurable,unreliable,single,train
HSD17B12,unmeasurable,unreliable,single,train
HSP90B1,genuine_signal,genuine,single,test
HSPA14,genuine_signal,genuine,single,train
HSPA5,genuine_signal,genuine,single,train
HSPA8,unmeasurable,unreliable,single,train
HSPA9,falsely_solved,trivial,single,test
HSPE1,falsely_solved,trivial,single,train
HTATSF1,unmeasurable,unreliable,single,train
HUS1,unmeasurable,unreliable,single,test
HUWE1,genuine_signal,genuine,single,test
HYOU1,genuine_signal,genuine,single,test
IARS2,falsely_solved,trivial,single,test
ICE1,falsely_solved,trivial,single,train
IFITM3,unmeasurable,unreliable,single,train
IGBP1,falsely_solved,trivial,single,test
IK,falsely_solved,trivial,single,test
ILF2,falsely_solved,trivial,single,train
IMPDH2,unmeasurable,unreliable,single,test
INF2,unmeasurable,unreliable,single,train
ING3,unmeasurable,unreliable,single,train
INO80B,genuine_signal,genuine,single,test
INO80C,unmeasurable,unreliable,single,train
INO80D,unmeasurable,unreliable,single,test
INO80E,unmeasurable,unreliable,single,train
INPPL1,unmeasurable,unreliable,single,train
INTS1,genuine_signal,genuine,single,train
INTS10,unmeasurable,unreliable,single,train
INTS12,unmeasurable,unreliable,single,test
INTS2,falsely_solved,trivial,single,train
INTS3,falsely_solved,trivial,single,train
INTS4,falsely_solved,trivial,single,test
INTS5,falsely_solved,trivial,single,train
INTS8,falsely_solved,trivial,single,train
IPO11,falsely_solved,trivial,single,train
IPO13,falsely_solved,trivial,single,test
IPO9,genuine_signal,genuine,single,test
IRF2BP2,unmeasurable,unreliable,single,train
ISCA2,unmeasurable,unreliable,single,test
IST1,unmeasurable,unreliable,single,train
IWS1,genuine_signal,genuine,single,train
JAZF1,falsely_solved,trivial,single,test
JMJD6,unmeasurable,unreliable,single,train
KANSL3,genuine_signal,genuine,single,train
KAT7,unmeasurable,unreliable,single,train
KAT8,genuine_signal,genuine,single,train
KATNB1,unmeasurable,unreliable,single,test
KCTD10,genuine_signal,genuine,single,train
KDM1A,genuine_signal,genuine,single,train
KDM2A,unmeasurable,unreliable,single,train
KDM5C,unmeasurable,unreliable,single,train
KDM6A,unmeasurable,unreliable,single,train
KEAP1,genuine_signal,genuine,single,test
KIAA0586,falsely_solved,trivial,single,train
KIAA1143,unmeasurable,unreliable,single,train
KIF14,unmeasurable,unreliable,single,test
KIF4A,unmeasurable,unreliable,single,test
KLC2,unmeasurable,unreliable,single,train
KPNB1,falsely_solved,trivial,single,train
KRT10,unmeasurable,unreliable,single,test
KRT8,unmeasurable,unreliable,single,train
KTI12,genuine_signal,genuine,single,train
KXD1,unmeasurable,unreliable,single,test
LAMTOR1,genuine_signal,genuine,single,train
LAMTOR4,unmeasurable,unreliable,single,train
LARS2,unmeasurable,unreliable,single,train
LDB1,unmeasurable,unreliable,single,train
LETM1,falsely_solved,trivial,single,train
LIMS1,unmeasurable,unreliable,single,train
LIN54,falsely_solved,trivial,single,train
LONP1,genuine_signal,genuine,single,test
LRP5,genuine_signal,genuine,single,test
LRPPRC,unmeasurable,unreliable,single,train
LRR1,falsely_solved,trivial,single,train
LSG1,falsely_solved,trivial,single,test
LSM10,genuine_signal,genuine,single,train
LSM12,unmeasurable,unreliable,single,train
LSM3,falsely_solved,trivial,single,train
LSM4,falsely_solved,trivial,single,train
LSM5,falsely_solved,trivial,single,test
LSM7,falsely_solved,trivial,single,train
LTBP3,unmeasurable,unreliable,single,test
LTBP4,genuine_signal,genuine,single,train
MAD2L1,falsely_solved,trivial,single,train
MAD2L2,unmeasurable,unreliable,single,train
MAGOH,unmeasurable,unreliable,single,train
MALSU1,unmeasurable,unreliable,single,train
MANF,unmeasurable,unreliable,single,train
MAT2A,unmeasurable,unreliable,single,train
MAX,genuine_signal,genuine,single,test
MBD3,unmeasurable,unreliable,single,train
MBNL1,falsely_solved,trivial,single,test
MBTPS1,unmeasurable,unreliable,single,train
MBTPS2,unmeasurable,unreliable,single,train
MCL1,unmeasurable,unreliable,single,train
MCM10,falsely_solved,trivial,single,train
MCM3,falsely_solved,trivial,single,test
MCM3AP,falsely_solved,trivial,single,test
MCM5,falsely_solved,trivial,single,test
MCM6,falsely_solved,trivial,single,train
MCMBP,falsely_solved,trivial,single,train
MED1,genuine_signal,genuine,single,train
MED14,falsely_solved,trivial,single,train
MED19,genuine_signal,genuine,single,train
MED4,genuine_signal,genuine,single,train
MEN1,unmeasurable,unreliable,single,train
MEPCE,unmeasurable,unreliable,single,train
METAP1,unmeasurable,unreliable,single,test
METTL1,unmeasurable,unreliable,single,train
METTL14,genuine_signal,genuine,single,train
METTL17,unmeasurable,unreliable,single,train
METTL21A,genuine_signal,genuine,single,train
METTL23,unmeasurable,unreliable,single,train
METTL3,genuine_signal,genuine,single,train
MFAP1,falsely_solved,trivial,single,train
MFN2,unmeasurable,unreliable,single,train
MIER1,unmeasurable,unreliable,single,test
MIOS,unmeasurable,unreliable,single,test
MIPEP,unmeasurable,unreliable,single,train
MIS18A,unmeasurable,unreliable,single,train
MKRN1,unmeasurable,unreliable,single,train
MLLT6,falsely_solved,trivial,single,test
MLST8,unmeasurable,unreliable,single,test
MMGT1,unmeasurable,unreliable,single,train
MMS19,falsely_solved,trivial,single,train
MNAT1,falsely_solved,trivial,single,train
MOB4,falsely_solved,trivial,single,train
MOK,unmeasurable,unreliable,single,train
MON1A,genuine_signal,genuine,single,train
MPHOSPH6,falsely_solved,trivial,single,test
MRPL1,unmeasurable,unreliable,single,test
MRPL10,unmeasurable,unreliable,single,train
MRPL11,unmeasurable,unreliable,single,train
MRPL14,unmeasurable,unreliable,single,train
MRPL15,unmeasurable,unreliable,single,train
MRPL16,unmeasurable,unreliable,single,train
MRPL17,unmeasurable,unreliable,single,test
MRPL18,unmeasurable,unreliable,single,train
MRPL19,unmeasurable,unreliable,single,test
MRPL2,unmeasurable,unreliable,single,train
MRPL20,unmeasurable,unreliable,single,train
MRPL22,unmeasurable,unreliable,single,train
MRPL23,unmeasurable,unreliable,single,train
MRPL24,unmeasurable,unreliable,single,train
MRPL27,unmeasurable,unreliable,single,train
MRPL28,unmeasurable,unreliable,single,train
MRPL3,unmeasurable,unreliable,single,train
MRPL32,unmeasurable,unreliable,single,train
MRPL33,unmeasurable,unreliable,single,train
MRPL34,falsely_solved,trivial,single,train
MRPL35,unmeasurable,unreliable,single,test
MRPL36,genuine_signal,genuine,single,train
MRPL37,unmeasurable,unreliable,single,train
MRPL38,genuine_signal,genuine,single,train
MRPL39,unmeasurable,unreliable,single,train
MRPL4,unmeasurable,unreliable,single,train
MRPL41,unmeasurable,unreliable,single,train
MRPL42,unmeasurable,unreliable,single,train
MRPL43,unmeasurable,unreliable,single,test
MRPL44,unmeasurable,unreliable,single,train
MRPL46,unmeasurable,unreliable,single,train
MRPL50,unmeasurable,unreliable,single,train
MRPL51,unmeasurable,unreliable,single,test
MRPL54,unmeasurable,unreliable,single,test
MRPL55,unmeasurable,unreliable,single,train
MRPL9,unmeasurable,unreliable,single,test
MRPS10,unmeasurable,unreliable,single,train
MRPS11,unmeasurable,unreliable,single,train
MRPS16,unmeasurable,unreliable,single,train
MRPS17,unmeasurable,unreliable,single,test
MRPS18A,unmeasurable,unreliable,single,train
MRPS18C,unmeasurable,unreliable,single,train
MRPS2,unmeasurable,unreliable,single,train
MRPS21,unmeasurable,unreliable,single,test
MRPS22,unmeasurable,unreliable,single,train
MRPS23,unmeasurable,unreliable,single,train
MRPS24,unmeasurable,unreliable,single,test
MRPS25,unmeasurable,unreliable,single,train
MRPS26,unmeasurable,unreliable,single,train
MRPS27,unmeasurable,unreliable,single,train
MRPS28,unmeasurable,unreliable,single,test
MRPS30,unmeasurable,unreliable,single,test
MRPS31,unmeasurable,unreliable,single,train
MRPS33,unmeasurable,unreliable,single,train
MRPS34,genuine_signal,genuine,single,train
MRPS35,unmeasurable,unreliable,single,test
MRPS5,unmeasurable,unreliable,single,train
MRPS6,unmeasurable,unreliable,single,test
MRPS7,unmeasurable,unreliable,single,train
MRPS9,unmeasurable,unreliable,single,train
MSL1,unmeasurable,unreliable,single,test
MSRB1,unmeasurable,unreliable,single,test
MSTO1,unmeasurable,unreliable,single,train
MT2A,unmeasurable,unreliable,single,train
MTG2,unmeasurable,unreliable,single,test
MTHFD1,unmeasurable,unreliable,single,test
MTOR,falsely_solved,trivial,single,train
MTPAP,unmeasurable,unreliable,single,test
MVD,falsely_solved,trivial,single,test
MYBL2,genuine_signal,genuine,single,train
MYC,genuine_signal,genuine,single,test
MYSM1,unmeasurable,unreliable,single,train
N6AMT1,unmeasurable,unreliable,single,test
NAA10,falsely_solved,trivial,single,train
NAA15,genuine_signal,genuine,single,train
NAA20,unmeasurable,unreliable,single,train
NAA25,genuine_signal,genuine,single,test
NAA30,unmeasurable,unreliable,single,test
NAA35,genuine_signal,genuine,single,train
NAA38,falsely_solved,trivial,single,train
NAA50,falsely_solved,trivial,single,train
NAE1,genuine_signal,genuine,single,train
NAF1,falsely_solved,trivial,single,train
NAGLU,unmeasurable,unreliable,single,train
NAPG,genuine_signal,genuine,single,test
NARS2,unmeasurable,unreliable,single,train
NASP,unmeasurable,unreliable,single,train
