perturbation,triage_2d,quality_label,pert_type,split
FOXF1+FOXL2,falsely_solved,trivial,double,train
FOXF1+HOXB9,falsely_solved,trivial,double,train
FOXL2,genuine_signal,genuine,single,train
FOXL2+HOXB9,falsely_solved,trivial,double,train
FOXL2+MEIS1,falsely_solved,trivial,double,train
FOXL2+POU3F2,falsely_solved,trivial,double,train
FOXL2+ZNF318,falsely_solved,trivial,double,test
FOXO4,genuine_signal,genuine,single,train
GLB1L2,genuine_signal,genuine,single,test
HES7,genuine_signal,genuine,single,train
HK2,genuine_signal,genuine,single,train
HNF4A,genuine_signal,genuine,single,train
HOXA13,falsely_solved,trivial,single,train
HOXB9,falsely_solved,trivial,single,test
HOXC13,falsely_solved,trivial,single,test
HOXC13+ZC3HAV1,genuine_signal,genuine,double,train
IER5L,falsely_solved,trivial,single,train
IER5L+LYL1,falsely_solved,trivial,double,train
IGDCC3,genuine_signal,genuine,single,train
IGDCC3+MAPK1,genuine_signal,genuine,double,train
IGDCC3+PRTG,genuine_signal,genuine,double,train
IGDCC3+TGFBR2,genuine_signal,genuine,double,test
IGDCC3+ZBTB25,falsely_solved,trivial,double,test
IKZF3,falsely_solved,trivial,single,train
IKZF3+MAP2K3,genuine_signal,genuine,double,train
IKZF3+MAP2K6,genuine_signal,genuine,double,train
IKZF3+MAPK1,falsely_solved,trivial,double,test
IRF1,genuine_signal,genuine,single,train
IRF1+SET,genuine_signal,genuine,double,train
ISL2,genuine_signal,genuine,single,train
JUN,genuine_signal,genuine,single,train
KIF18B,unmeasurable,unreliable,single,train
KIF18B+KIF2C,unmeasurable,unreliable,double,train
KIF2C,genuine_signal,genuine,single,train
KLF1,genuine_signal,genuine,single,train
KLF1+MAP2K6,genuine_signal,genuine,double,test
KLF1+SET,genuine_signal,genuine,double,train
KLF1+TGFBR2,genuine_signal,genuine,double,train
KMT2A,unmeasurable,unreliable,single,train
LHX1,genuine_signal,genuine,single,test
LYL1,genuine_signal,genuine,single,train
MAML2,genuine_signal,genuine,single,train
MAP2K3,genuine_signal,genuine,single,train
MAP2K3+MAP2K6,genuine_signal,genuine,double,train
MAP2K3+SLC38A2,genuine_signal,genuine,double,train
MAP2K6,genuine_signal,genuine,single,train
MAP2K6+SPI1,genuine_signal,genuine,double,train
MAP4K3,unmeasurable,unreliable,single,train
MAP4K5,unmeasurable,unreliable,single,test
MAP7D1,genuine_signal,genuine,single,test
MAPK1,genuine_signal,genuine,single,train
MAPK1+PRTG,genuine_signal,genuine,double,train
MAPK1+TGFBR2,genuine_signal,genuine,double,test
MEIS1,genuine_signal,genuine,single,train
MIDN,falsely_solved,trivial,single,train
NCL,unmeasurable,unreliable,single,train
NIT1,genuine_signal,genuine,single,train
OSR2,genuine_signal,genuine,single,train
OSR2+PTPN12,genuine_signal,genuine,double,train
OSR2+UBASH3B,genuine_signal,genuine,double,train
PLK4,unmeasurable,unreliable,single,train
PLK4+STIL,genuine_signal,genuine,double,train
POU3F2,genuine_signal,genuine,single,train
PRDM1,falsely_solved,trivial,single,train
PRTG,genuine_signal,genuine,single,train
PRTG+TGFBR2,genuine_signal,genuine,double,train
PTPN1,falsely_solved,trivial,single,test
PTPN12,genuine_signal,genuine,single,train
PTPN12+PTPN9,genuine_signal,genuine,double,test
PTPN12+SAMD1,falsely_solved,trivial,double,test
PTPN12+SNAI1,genuine_signal,genuine,double,test
PTPN12+UBASH3A,genuine_signal,genuine,double,train
PTPN12+UBASH3B,genuine_signal,genuine,double,test
PTPN12+ZBTB10,falsely_solved,trivial,double,train
PTPN12+ZBTB25,genuine_signal,genuine,double,train
PTPN13,genuine_signal,genuine,single,train
PTPN9,genuine_signal,genuine,single,train
PTPN9+UBASH3B,falsely_solved,trivial,double,train
RHOXF2,genuine_signal,genuine,single,test
RHOXF2+SET,genuine_signal,genuine,double,train
RHOXF2+ZBTB25,falsely_solved,trivial,double,train
RREB1,genuine_signal,genuine,single,train
RUNX1T1,genuine_signal,genuine,single,train
S1PR2,genuine_signal,genuine,single,train
S1PR2+SGK1,falsely_solved,trivial,double,train
SAMD1,falsely_solved,trivial,single,test
SAMD1+TGFBR2,falsely_solved,trivial,double,train
SAMD1+UBASH3B,falsely_solved,trivial,double,train
SAMD1+ZBTB1,falsely_solved,trivial,double,train
SET,genuine_signal,genuine,single,train
SGK1,falsely_solved,trivial,single,test
SGK1+TBX2,falsely_solved,trivial,double,train
SGK1+TBX3,genuine_signal,genuine,double,train
SLC38A2,unmeasurable,unreliable,single,test
SLC4A1,genuine_signal,genuine,single,train
SLC6A9,genuine_signal,genuine,single,train
SNAI1,genuine_signal,genuine,single,train
SNAI1+UBASH3B,genuine_signal,genuine,double,train
SNAI1+ZBTB10,genuine_signal,genuine,double,train
SPI1,falsely_solved,trivial,single,train
STIL,genuine_signal,genuine,single,train
TBX2,genuine_signal,genuine,single,test
TBX2+TBX3,genuine_signal,genuine,double,train
TBX3,genuine_signal,genuine,single,train
TGFBR2,unmeasurable,unreliable,single,train
TMSB4X,genuine_signal,genuine,single,test
TP73,falsely_solved,trivial,single,train
TSC22D1,genuine_signal,genuine,single,train
UBASH3A,genuine_signal,genuine,single,train
UBASH3A+UBASH3B,falsely_solved,trivial,double,test
UBASH3B,genuine_signal,genuine,single,test
UBASH3B+ZBTB25,genuine_signal,genuine,double,train
ZBTB1,genuine_signal,genuine,single,train
ZBTB10,genuine_signal,genuine,single,test
ZBTB25,genuine_signal,genuine,single,train
ZC3HAV1,genuine_signal,genuine,single,test
ZNF318,genuine_signal,genuine,single,train
