perturbation,triage_2d,quality_label,pert_type,split
TNFRSF12A+TRAF3IP2,unmeasurable,unreliable,double,test
TNFRSF1A,falsely_solved,trivial,single,train
TNFRSF1A+TRAF3IP2,unmeasurable,unreliable,double,train
TNFRSF1B,falsely_solved,trivial,single,test
TNFRSF1B+TRAF3IP2,unmeasurable,unreliable,double,train
TNFRSF9,genuine_signal,genuine,single,test
TRAF3IP2,genuine_signal,genuine,single,test
TRAF3IP2+TRIM21,unmeasurable,unreliable,double,test
TRAF3IP2+VAV1,unmeasurable,unreliable,double,train
TRIM21,unmeasurable,unreliable,single,train
VAV1,genuine_signal,genuine,single,test
WT1,genuine_signal,genuine,single,train
